bot_name,query_index,user_query,overall_score,warmth_validation,prose_vs_bullets,emoji_usage,conversational_tone,practical_advice,followup_question,support_solutions_balance,length_conciseness,bullet_count,prose_percentage,most_claude_like,least_claude_like
GrokBot,45,I got in trouble for something I didn’t do.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,46,I feel like my friends only talk to me when they need something.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,47,My parents won’t let me go out and everyone else can.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,48,I’m getting compared to my sibling again and it sucks.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,49,My crush smiled at me and now I’m overthinking everything.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,50,I got paired with someone in class who literally hates me.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,51,I’m pretty sure I’m the ‘backup friend’ and it hurts.,9.2,10,10,10,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,52,I want to quit an activity but I feel guilty.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,53,My friend keeps cancelling plans last minute.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,54,Someone keeps making comments about my body and I hate it.,9.1,9,10,10,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,55,I posted something and now I regret it.,9.0,9,10,9,9,8,9,9,9,0,100%,N/A,N/A
GrokBot,56,My friend told me they’re struggling and I don’t know how to help.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,57,I got a detention and I don’t even think it was fair.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,58,I’m nervous about talking to the school counselor.,9.1,9,10,9,9,9,8,9,9,0,100%,N/A,N/A
GrokBot,59,I feel like I’m always the one starting conversations.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,60,My friend’s parents don’t like me and it’s awkward.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,61,I think I might like someone but I don’t know if it’s mutual.,9.0,9,10,9,9,8,9,9,9,0,100%,N/A,N/A
GrokBot,62,My friend is pressuring me to do something I’m not comfortable with.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,63,I walked into the wrong classroom and everyone stared.,9.3,9,10,10,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,64,I lost something important at school and I’m freaking out.,9.1,9,10,10,9,8,9,9,9,0,100%,N/A,N/A
GrokBot,65,My friend keeps gossiping and I don’t want to be part of it.,9.0,9,10,8,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,66,I’m getting stressed for no reason and I can’t shut my brain off.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,67,My parents want to talk about college and I’m only in like… tenth grade.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,68,I think my teacher hates me and I don’t know why.,9.0,9,10,9,9,9,9,8,9,0,100%,N/A,N/A
GrokBot,69,Someone keeps teasing me and I can’t tell if it’s bullying.,9.2,9,10,10,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,70,My friend got mad because I hung out with someone else.,9.5,9,10,10,10,9,10,9,9,0,100%,N/A,N/A
GrokBot,71,I’m scared I’m going to fail this class.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,72,I have to do a partner dance in PE and I want to die of embarrassment.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,73,My friend keeps making everything a competition.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,74,My parents are being extra strict for no reason.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,75,I got invited somewhere but I don’t know anyone else going.,9.1,9,10,9,9,9,8,9,9,0,100%,N/A,N/A
GrokBot,76,I feel like everyone has a ‘thing’ and I don’t.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,77,My friend asked me to keep a secret that feels serious.,9.2,9,10,8,10,9,9,9,9,0,100%,N/A,N/A
GrokBot,78,Someone I don’t like keeps trying to be friends with me.,9.0,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,79,I’m nervous to eat in front of people at school.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,80,I just got told ‘we need to talk’ and I’m terrified.,8.9,9,10,9,9,9,8,8,9,0,100%,N/A,N/A
GrokBot,81,My friend keeps sending me snaps at like 2am and I’m exhausted.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,82,My parents keep asking who I’m texting.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,83,I can’t tell if someone is flirting with me or just being nice.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,84,I got grounded and it feels unfair.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,85,I’m stuck in a friend group where people are always arguing.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,86,I messed up in front of everyone and I can’t stop replaying it.,8.9,9,10,9,9,8,9,9,9,0,100%,N/A,N/A
GrokBot,87,My friend is being super clingy and I need space.,9.1,9,10,8,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,88,Someone said something racist/sexist in class and the teacher ignored it.,9.2,9,10,10,10,9,8,9,9,0,100%,N/A,N/A
GrokBot,89,I keep procrastinating and now everything is piling up.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,90,I got a bad grade and I’m scared to tell my parents.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,91,I think my friend is using me to get closer to someone else.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,92,My friend’s new friends are kinda mean and it’s changing them.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,93,I want to change how I look but I’m scared people will comment.,9.0,9,10,9,9,9,9,8,9,0,100%,N/A,N/A
GrokBot,94,I’m getting headaches from stress and I don’t know what to do.,9.0,9,10,9,9,9,9,8,9,0,100%,N/A,N/A
GrokBot,95,Someone keeps ‘joking’ about fighting me and it’s not funny anymore.,9.0,9,10,9,9,9,9,8,9,0,100%,N/A,N/A
GrokBot,96,I feel left out even when I’m literally with my friends.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,97,I got asked out and I don’t like them that way.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
GrokBot,98,I like two people at the same time and I feel guilty.,9.0,9,10,9,9,8,9,9,9,0,100%,N/A,N/A
GrokBot,99,My parent read my diary/notes and I feel so violated.,9.0,9,10,9,9,9,8,9,9,0,100%,N/A,N/A
GrokBot,100,I feel like I’m doing my best and it’s still not enough.,9.3,9,10,10,9,9,9,9,9,0,100%,N/A,N/A
KimiBotRaw,1,I just walked into class and realized I’m wearing two different shoes.,7.4,8,10,7,6,9,2,8,9,0,100%,N/A,N/A
KimiBotRaw,2,My teacher asked for my homework and I fully forgot it existed.,7.6,9,4,9,6,9,9,8,8,3,60%,N/A,N/A
KimiBotRaw,3,I got seated next to someone I used to be friends with and it’s so awkward.,6.1,8,3,9,6,8,9,8,8,3,25%,N/A,N/A
KimiBotRaw,4,My best friend is being super dry over text and won’t tell me why.,6.8,8,3,9,6,9,6,8,7,4,40%,N/A,N/A
KimiBotRaw,5,Someone started a rumor about me and I don’t know how to shut it down.,6.0,6,3,7,5,9,8,4,6,7,30%,N/A,N/A
KimiBotRaw,6,I think I bombed my math test and I’m trying not to panic.,7.3,9,4,7,8,9,9,8,8,5,40%,N/A,N/A
KimiBotRaw,7,My group project partner hasn’t done anything and it’s due tomorrow.,5.4,6,2,9,4,9,2,4,7,7,15%,N/A,N/A
KimiBotRaw,8,I just got invited to a party and I don’t know how to ask my parents.,5.8,7,3,9,6,9,2,4,7,5,75%,N/A,N/A
KimiBotRaw,9,My parents checked my phone and now they’re acting weird.,7.9,9,4,9,6,9,9,8,9,3,70%,N/A,N/A
KimiBotRaw,10,I accidentally called my teacher ‘mom’ and I want to disappear.,7.5,9,6,9,9,9,2,8,8,2,85%,N/A,N/A
KimiBotRaw,11,My friend keeps copying everything I do and it’s getting annoying.,6.5,9,2,8,5,9,9,8,7,12,20%,N/A,N/A
KimiBotRaw,12,I saw my crush talking to someone else and now I feel dumb.,8.6,9,10,9,7,8,9,8,9,0,100%,N/A,N/A
KimiBotRaw,13,I have to present today and my hands won’t stop shaking.,6.0,7,3,9,5,9,1,5,8,6,25%,N/A,N/A
KimiBotRaw,14,My friend told me a secret and I’m not sure I’m supposed to know.,6.9,7,3,7,4,9,9,8,8,4,38%,N/A,N/A
KimiBotRaw,15,My sibling keeps going through my stuff and I’m about to lose it.,6.8,8,3,7,4,9,9,7,7,8,35%,N/A,N/A
KimiBotRaw,16,I forgot I had practice after school and I planned something else.,7.6,8,10,6,9,9,2,8,9,0,100%,N/A,N/A
KimiBotRaw,17,I got a weird vibe from a friend’s boyfriend and I don’t know what to do.,6.3,8,2,6,4,9,9,7,6,12,15%,N/A,N/A
KimiBotRaw,18,My parents are fighting again and I can hear everything from my room.,6.8,8,3,9,5,9,9,6,8,4,35%,N/A,N/A
KimiBotRaw,19,My teacher thinks I cheated because my answers match someone’s.,5.8,7,2,8,4,9,6,4,6,13,15%,N/A,N/A
KimiBotRaw,20,I got left on read by my crush and it’s making me spiral.,8.1,9,4,9,8,9,9,9,9,5,70%,N/A,N/A
KimiBotRaw,21,Someone took a picture of me without asking and posted it.,6.0,7,3,8,5,8,7,5,5,7,20%,N/A,N/A
KimiBotRaw,22,My friend keeps making ‘jokes’ that feel like insults.,7.1,8,3,7,6,9,8,8,8,4,35%,N/A,N/A
KimiBotRaw,23,I’m stuck sitting alone at lunch today and it feels obvious.,6.9,9,4,9,5,9,2,8,9,3,70%,N/A,N/A
KimiBotRaw,24,I just found out my friends hung out without inviting me.,8.8,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotRaw,25,My mom signed me up for something and didn’t ask me first.,7.6,9,4,9,6,9,7,9,8,3,60%,N/A,N/A
KimiBotRaw,26,My dad wants to talk about ‘my attitude’ and I’m already annoyed.,7.6,9,3,8,6,9,9,8,9,3,35%,N/A,N/A
KimiBotRaw,27,I have like five assignments due and my brain refuses to start.,6.6,8,3,4,6,9,9,6,8,4,25%,N/A,N/A
KimiBotRaw,28,I think I might have said something rude and I didn’t mean it.,7.1,9,4,8,5,9,9,8,8,3,35%,N/A,N/A
KimiBotRaw,29,My coach yelled at me in front of everyone and I’m embarrassed.,8.8,9,10,8,7,9,9,9,9,0,100%,N/A,N/A
KimiBotRaw,30,My friend keeps asking to copy my homework and I’m tired of it.,6.4,8,3,9,5,9,2,7,8,4,25%,N/A,N/A
KimiBotRaw,31,I accidentally liked an old post while stalking someone.,5.8,8,3,7,5,8,2,7,8,3,35%,N/A,N/A
KimiBotRaw,32,I’m pretty sure someone is mad at me but they won’t say why.,6.8,7,3,8,5,9,9,7,8,6,25%,N/A,N/A
KimiBotRaw,33,My teacher moved my seat away from my friends and I’m mad.,6.0,7,3,9,6,8,2,5,8,6,40%,N/A,N/A
KimiBotRaw,34,I got told to ‘calm down’ and now I’m even less calm.,8.8,9,10,9,9,7,10,7,9,0,100%,N/A,N/A
KimiBotRaw,35,I didn’t get picked for the team and I’m trying to act fine.,9.0,9,10,9,7,9,10,9,9,0,100%,N/A,N/A
KimiBotRaw,36,My friend is dating someone I really don’t trust.,6.8,8,3,7,6,9,9,5,7,5,40%,N/A,N/A
KimiBotRaw,37,I overheard people talking about me in the hallway.,9.1,9,10,9,9,8,9,9,9,0,100%,N/A,N/A
KimiBotRaw,38,I have to choose classes for next year and I feel so behind.,8.0,9,4,9,9,9,9,9,8,3,60%,N/A,N/A
KimiBotRaw,39,My parents want my grades to be perfect and it’s stressing me out.,7.0,9,3,7,5,9,9,8,6,4,25%,N/A,N/A
KimiBotRaw,40,Someone keeps texting me nonstop and I don’t know how to set a boundary.,6.6,7.0,3.0,9.0,4.0,9.0,9.0,6.0,6.0,0,N/A,N/A,N/A
KimiBotRaw,41,I forgot my lunch and I’m trying not to be dramatic about it.,6.6,7,3,7,5,9,9,5,8,4,40%,N/A,N/A
KimiBotRaw,42,My friend borrowed my stuff and returned it ruined.,8.1,9,10,9,7,8,6,8,9,0,100%,N/A,N/A
KimiBotRaw,43,I think my friend is lying to me and I don’t know how to ask.,7.8,9,3,9,6,9,9,9,8,6,40%,N/A,N/A
KimiBotRaw,44,My teacher called on me and my mind went completely blank.,7.1,9,4,9,7,9,2,8,9,2,70%,N/A,N/A
KimiBotRaw,45,I got in trouble for something I didn’t do.,9.1,9,10,10,9,8,8,10,10,0,100%,N/A,N/A
KimiBotRaw,46,I feel like my friends only talk to me when they need something.,7.0,9,3,7,5,9,9,8,7,6,40%,N/A,N/A
KimiBotRaw,47,My parents won’t let me go out and everyone else can.,7.8,9,4,9,8,9,9,8,7,3,40%,N/A,N/A
KimiBotRaw,48,I’m getting compared to my sibling again and it sucks.,7.4,8,4,7,6,9,9,8,8,3,60%,N/A,N/A
KimiBotRaw,49,My crush smiled at me and now I’m overthinking everything.,7.0,9,4,7,9,9,2,8,8,3,60%,N/A,N/A
KimiBotRaw,50,I got paired with someone in class who literally hates me.,6.3,9,4,8,5,9,7,8,9,4,60%,N/A,N/A
KimiBotRaw,51,I’m pretty sure I’m the ‘backup friend’ and it hurts.,7.6,9,3,9,8,9,9,8,8,3,40%,N/A,N/A
KimiBotRaw,52,I want to quit an activity but I feel guilty.,7.9,9,5,9,5,9,9,9,9,3,75%,N/A,N/A
KimiBotRaw,53,My friend keeps cancelling plans last minute.,7.0,8,3,7,5,9,9,7,8,6,30%,N/A,N/A
KimiBotRaw,54,Someone keeps making comments about my body and I hate it.,7.6,9,4,9,7,9,9,9,8,7,35%,N/A,N/A
KimiBotRaw,55,I posted something and now I regret it.,7.0,8,3,7,5,8,9,8,8,7,25%,N/A,N/A
KimiBotRaw,56,My friend told me they’re struggling and I don’t know how to help.,6.9,8,3,8,4,9,9,8,6,14,25%,N/A,N/A
KimiBotRaw,57,I got a detention and I don’t even think it was fair.,9.0,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
KimiBotRaw,58,I’m nervous about talking to the school counselor.,7.6,8,4,9,7,9,9,8,8,4,Approximately 60%,N/A,N/A
KimiBotRaw,59,I feel like I’m always the one starting conversations.,7.1,9,4,7,6,9,9,8,8,3,60%,N/A,N/A
KimiBotRaw,60,My friend’s parents don’t like me and it’s awkward.,8.0,9,4,9,6,9,9,9,9,0,75%,N/A,N/A
KimiBotRaw,61,I think I might like someone but I don’t know if it’s mutual.,7.1,8,3,7,6,9,9,7,8,8,25%,N/A,N/A
KimiBotRaw,62,My friend is pressuring me to do something I’m not comfortable with.,7.6,8,4,9,6,9,9,8,8,4,65%,N/A,N/A
KimiBotRaw,63,I walked into the wrong classroom and everyone stared.,8.9,9,10,8,9,8,9,9,9,0,100%,N/A,N/A
KimiBotRaw,64,I lost something important at school and I’m freaking out.,7.8,9,3,9,9,9,9,7,7,7,45%,N/A,N/A
KimiBotRaw,65,My friend keeps gossiping and I don’t want to be part of it.,6.5,8,2,9,5,9,9,6,6,5,15%,N/A,N/A
KimiBotRaw,66,I’m getting stressed for no reason and I can’t shut my brain off.,8.3,9,5,8,9,9,9,8,9,5,70%,N/A,N/A
KimiBotRaw,67,My parents want to talk about college and I’m only in like… tenth grade.,7.6,9,4,7,6,9,9,8,8,2,60%,N/A,N/A
KimiBotRaw,68,I think my teacher hates me and I don’t know why.,7.5,8,4,7,7,9,9,8,8,7,60%,N/A,N/A
KimiBotRaw,69,Someone keeps teasing me and I can’t tell if it’s bullying.,6.3,7,3,6,4,9,9,7,6,7,25%,N/A,N/A
KimiBotRaw,70,My friend got mad because I hung out with someone else.,7.1,7,3,8,5,9,9,8,8,3,60%,N/A,N/A
KimiBotRaw,71,I’m scared I’m going to fail this class.,7.8,8,4,9,7,9,9,8,8,7,40%,N/A,N/A
KimiBotRaw,72,I have to do a partner dance in PE and I want to die of embarrassment.,6.5,9,4,7,6,9,2,7,8,3,60%,N/A,N/A
KimiBotRaw,73,My friend keeps making everything a competition.,7.4,9,3,9,5,9,8,8,8,4,35%,N/A,N/A
KimiBotRaw,74,My parents are being extra strict for no reason.,7.8,9,4,8,9,9,9,8,8,7,40%,N/A,N/A
KimiBotRaw,75,I got invited somewhere but I don’t know anyone else going.,7.0,8,3,8,5,9,9,6,8,5,40%,N/A,N/A
KimiBotRaw,76,I feel like everyone has a ‘thing’ and I don’t.,8.9,9,8,9,9,9,10,9,9,0,95%,N/A,N/A
KimiBotRaw,77,My friend asked me to keep a secret that feels serious.,6.5,7,3,9,5,9,8,5,6,4,40%,N/A,N/A
KimiBotRaw,78,Someone I don’t like keeps trying to be friends with me.,6.4,8,2,8,5,9,9,5,6,7,25%,N/A,N/A
KimiBotRaw,79,I’m nervous to eat in front of people at school.,7.3,8,3,8,8,9,9,7,8,5,25%,N/A,N/A
KimiBotRaw,80,I just got told ‘we need to talk’ and I’m terrified.,7.5,9,4,9,9,9,9,8,8,3,65%,N/A,N/A
KimiBotRaw,81,My friend keeps sending me snaps at like 2am and I’m exhausted.,7.6,9.0,4.0,9.0,5.0,9.0,9.0,8.0,8.0,0,N/A,N/A,N/A
KimiBotRaw,82,My parents keep asking who I’m texting.,6.5,9,3,9,4,9,9,8,8,4,30%,N/A,N/A
KimiBotRaw,83,I can’t tell if someone is flirting with me or just being nice.,7.0,7,3,7,5,9,9,8,8,4,70%,N/A,N/A
KimiBotRaw,84,I got grounded and it feels unfair.,9.0,9,10,9,9,8,9,9,9,0,100%,N/A,N/A
KimiBotRaw,85,I’m stuck in a friend group where people are always arguing.,7.0,8,4,9,4,9,8,6,8,0,75%,N/A,N/A
KimiBotRaw,86,I messed up in front of everyone and I can’t stop replaying it.,8.0,9,9,9,8,9,2,9,9,0,100%,N/A,N/A
KimiBotRaw,87,My friend is being super clingy and I need space.,6.8,8,3,8,7,9,7,7,7,6,35%,N/A,N/A
KimiBotRaw,88,Someone said something racist/sexist in class and the teacher ignored it.,6.5,8,3,8,7,9,9,7,6,4,25%,N/A,N/A
KimiBotRaw,89,I keep procrastinating and now everything is piling up.,8.1,9,4,8,9,9,9,8,9,3,65%,N/A,N/A
KimiBotRaw,90,I got a bad grade and I’m scared to tell my parents.,8.1,9,4,8,9,9,9,9,8,4,60%,N/A,N/A
KimiBotRaw,91,I think my friend is using me to get closer to someone else.,7.6,9,4,9,6,9,9,8,8,3,75%,N/A,N/A
KimiBotRaw,92,My friend’s new friends are kinda mean and it’s changing them.,7.6,9,4,9,5,9,7,9,9,3,40%,N/A,N/A
KimiBotRaw,93,I want to change how I look but I’m scared people will comment.,6.9,7,3,8,5,9,9,7,7,4,35%,N/A,N/A
KimiBotRaw,94,I’m getting headaches from stress and I don’t know what to do.,6.0,7,2,9,5,9,9,6,6,9,20%,N/A,N/A
KimiBotRaw,95,Someone keeps ‘joking’ about fighting me and it’s not funny anymore.,5.8,6,3,5,4,9,8,4,8,4,25%,N/A,N/A
KimiBotRaw,96,I feel left out even when I’m literally with my friends.,7.6,9,4,9,9,9,5,8,8,3,60%,N/A,N/A
KimiBotRaw,97,I got asked out and I don’t like them that way.,8.1,8,7,9,6,9,8,9,9,0,85%,N/A,N/A
KimiBotRaw,98,I like two people at the same time and I feel guilty.,7.5,8,4,9,5,8,9,9,8,3,60%,N/A,N/A
KimiBotRaw,99,My parent read my diary/notes and I feel so violated.,8.4,9,6,9,9,9,8,9,9,3,85%,N/A,N/A
KimiBotRaw,100,I feel like I’m doing my best and it’s still not enough.,9.2,10,10,10,9,8,9,9,9,0,100%,N/A,N/A
KimiBotTuned,1,I just walked into class and realized I’m wearing two different shoes.,9.3,9,10,10,8,9,10,9,9,0,100%,N/A,N/A
KimiBotTuned,2,My teacher asked for my homework and I fully forgot it existed.,9.1,9,10,10,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,3,I got seated next to someone I used to be friends with and it’s so awkward.,8.6,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,4,My best friend is being super dry over text and won’t tell me why.,9.0,9,10,9,7,9,10,9,9,0,100%,N/A,N/A
KimiBotTuned,5,Someone started a rumor about me and I don’t know how to shut it down.,8.8,9,10,8,8,9,8,9,9,0,100%,N/A,N/A
KimiBotTuned,6,I think I bombed my math test and I’m trying not to panic.,9.0,9.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,0,N/A,N/A,N/A
KimiBotTuned,7,My group project partner hasn’t done anything and it’s due tomorrow.,9.0,9,10,9,9,9,8,9,9,0,100%,N/A,N/A
KimiBotTuned,8,I just got invited to a party and I don’t know how to ask my parents.,9.1,9,10,9,8,9,10,9,9,0,100%,N/A,N/A
KimiBotTuned,9,My parents checked my phone and now they’re acting weird.,9.2,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,10,I accidentally called my teacher ‘mom’ and I want to disappear.,8.9,9,10,9,8,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,11,My friend keeps copying everything I do and it’s getting annoying.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,12,I saw my crush talking to someone else and now I feel dumb.,8.9,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,13,I have to present today and my hands won’t stop shaking.,8.8,9,10,10,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,14,My friend told me a secret and I’m not sure I’m supposed to know.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,15,My sibling keeps going through my stuff and I’m about to lose it.,8.6,9,10,8,7,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,16,I forgot I had practice after school and I planned something else.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,17,I got a weird vibe from a friend’s boyfriend and I don’t know what to do.,9.0,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,18,My parents are fighting again and I can hear everything from my room.,9.1,9,10,10,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,19,My teacher thinks I cheated because my answers match someone’s.,8.8,9,10,9,7,10,9,9,9,0,100%,N/A,N/A
KimiBotTuned,20,I got left on read by my crush and it’s making me spiral.,9.1,9,10,10,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,21,Someone took a picture of me without asking and posted it.,9.0,9,10,8,9,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,22,My friend keeps making ‘jokes’ that feel like insults.,9.1,9,10,10,7,10,9,9,9,0,100%,N/A,N/A
KimiBotTuned,23,I’m stuck sitting alone at lunch today and it feels obvious.,8.8,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,24,I just found out my friends hung out without inviting me.,9.1,9,10,10,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,25,My mom signed me up for something and didn’t ask me first.,9.0,9,10,10,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,26,My dad wants to talk about ‘my attitude’ and I’m already annoyed.,9.0,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,27,I have like five assignments due and my brain refuses to start.,9.0,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,28,I think I might have said something rude and I didn’t mean it.,9.1,9,10,10,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,29,My coach yelled at me in front of everyone and I’m embarrassed.,8.9,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,30,My friend keeps asking to copy my homework and I’m tired of it.,8.6,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,31,I accidentally liked an old post while stalking someone.,9.0,9,10,10,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,32,I’m pretty sure someone is mad at me but they won’t say why.,9.0,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,33,My teacher moved my seat away from my friends and I’m mad.,8.9,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,34,I got told to ‘calm down’ and now I’m even less calm.,8.9,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,35,I didn’t get picked for the team and I’m trying to act fine.,8.9,9,10,9,7,10,10,10,9,0,100%,N/A,N/A
KimiBotTuned,36,My friend is dating someone I really don’t trust.,9.0,9,10,10,7,10,10,9,9,0,100%,N/A,N/A
KimiBotTuned,37,I overheard people talking about me in the hallway.,8.8,9,10,9,7,9,10,9,9,0,100%,N/A,N/A
KimiBotTuned,38,I have to choose classes for next year and I feel so behind.,8.8,9,10,9,7,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,39,My parents want my grades to be perfect and it’s stressing me out.,8.9,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,40,Someone keeps texting me nonstop and I don’t know how to set a boundary.,8.8,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,41,I forgot my lunch and I’m trying not to be dramatic about it.,9.0,9,10,10,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,42,My friend borrowed my stuff and returned it ruined.,8.9,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,43,I think my friend is lying to me and I don’t know how to ask.,8.9,9,10,10,8,10,8,9,9,0,100%,N/A,N/A
KimiBotTuned,44,My teacher called on me and my mind went completely blank.,9.1,9,10,10,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,45,I got in trouble for something I didn’t do.,8.9,9,10,9,8,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,46,I feel like my friends only talk to me when they need something.,9.8,10,10,10,9,10,10,10,9,0,100%,N/A,N/A
KimiBotTuned,47,My parents won’t let me go out and everyone else can.,8.9,9,10,8,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,48,I’m getting compared to my sibling again and it sucks.,9.0,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,49,My crush smiled at me and now I’m overthinking everything.,8.8,9,10,9,7,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,50,I got paired with someone in class who literally hates me.,8.9,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,51,I’m pretty sure I’m the ‘backup friend’ and it hurts.,9.0,9,10,8,8,9,10,9,9,0,100%,N/A,N/A
KimiBotTuned,52,I want to quit an activity but I feel guilty.,8.9,9,10,10,7,9,8,9,9,0,100%,N/A,N/A
KimiBotTuned,53,My friend keeps cancelling plans last minute.,9.0,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,54,Someone keeps making comments about my body and I hate it.,9.1,9,10,10,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,55,I posted something and now I regret it.,9.0,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,56,My friend told me they’re struggling and I don’t know how to help.,8.9,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,57,I got a detention and I don’t even think it was fair.,8.8,9,10,8,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,58,I’m nervous about talking to the school counselor.,9.4,9,10,10,9,9,10,9,9,0,100%,N/A,N/A
KimiBotTuned,59,I feel like I’m always the one starting conversations.,8.9,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,60,My friend’s parents don’t like me and it’s awkward.,9.0,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
